Mes;Incidencia;Farola;Sticker;Tecnologia;Potencia;Tipo;Crucero;Via;Descripción;Fecha Asignación;Fecha Finalización;Tiempo (Días);Operario;Estado;Latitud;Longitud
Abril;2030635;1641631;038768;LED;92,6;PRE;CARRERA;CIRCUMVALAR;Se ha realizado el mantenimiento preventivo sobre la farola: 1641631;24/04/2026;25/04/2026;1;cuad63;FINALIZADA;2,93076014;-75,29753163
Abril;2030658;1643621;062997;LED;106,5;PRE;23;7;Se ha realizado el mantenimiento preventivo sobre la farola: 1643621;24/04/2026;25/04/2026;1;cuad63;FINALIZADA;2,938933055;-75,28940298
Abril;2030659;1643660;062964;LED;106,5;PRE;18A;7;Se ha realizado el mantenimiento preventivo sobre la farola: 1643660;24/04/2026;25/04/2026;1;cuad63;FINALIZADA;2,936433114;-75,28903403
Abril;2030657;1643662;062993;LED;106,5;PRE;18A;7;Se ha realizado el mantenimiento preventivo sobre la farola: 1643662;24/04/2026;25/04/2026;1;cuad63;FINALIZADA;2,936701076;-75,28906802
Abril;2030656;1643663;062995;LED;106,5;PRE;18A;7;Se ha realizado el mantenimiento preventivo sobre la farola: 1643663;24/04/2026;25/04/2026;1;cuad63;FINALIZADA;2,936701076;-75,28906802
Abril;2030655;1643676;062913;LED;106,5;PRE;18;7;Se ha realizado el mantenimiento preventivo sobre la farola: 1643676;24/04/2026;25/04/2026;1;cuad63;FINALIZADA;2,935255066;-75,28885196
Abril;2030645;1643677;062927;LED;106,5;PRE;18;7;Se ha realizado el mantenimiento preventivo sobre la farola: 1643677;24/04/2026;25/04/2026;1;cuad63;FINALIZADA;2,935255066;-75,28885196
Abril;2030487;1643681;069870;LED;74,1;PRE;21;5;Se ha realizado el mantenimiento preventivo sobre la farola: 1643681;24/04/2026;25/04/2026;1;cuad59;FINALIZADA;2,936556117;-75,29194197
Abril;2030502;1643682;028072;LED;74,1;PRE;21;5;Se ha realizado el mantenimiento preventivo sobre la farola: 1643682;24/04/2026;25/04/2026;1;cuad59;FINALIZADA;2,936556117;-75,29194197
Abril;2030433;1643684;025633;LED;60,2;PRE;20;5;Se ha realizado el mantenimiento preventivo sobre la farola: 1643684;24/04/2026;25/04/2026;1;cuad59;FINALIZADA;2,935479058;-75,29201503
Abril;2030442;1643685;025632;LED;60,2;PRE;20;5;Se ha realizado el mantenimiento preventivo sobre la farola: 1643685;24/04/2026;25/04/2026;1;cuad59;FINALIZADA;2,934720091;-75,29173499
Abril;2023334;1643714;026050;LED;60,2;PRE;23;1H;Se ha realizado el mantenimiento preventivo sobre la farola: 1643714;20/04/2026;20/04/2026;0;cuad55;FINALIZADA;2,937480068;-75,29576598
Abril;2023332;1643715;026049;LED;60,2;PRE;23;1H;Se ha realizado el mantenimiento preventivo sobre la farola: 1643715;20/04/2026;20/04/2026;0;cuad55;FINALIZADA;2,937480068;-75,29576598
Abril;2023341;1643716;024942;LED;60,2;PRE;23;1H;Se ha realizado el mantenimiento preventivo sobre la farola: 1643716;20/04/2026;20/04/2026;0;cuad55;FINALIZADA;2,93775007;-75,29594998
Abril;2023324;1643719;026036;LED;60,2;PRE;24;2;Se ha realizado el mantenimiento preventivo sobre la farola: 1643719;20/04/2026;20/04/2026;0;cuad55;FINALIZADA;2,936784076;-75,29546202
Abril;2023328;1643720;026027;LED;60,2;PRE;24;2;Se ha realizado el mantenimiento preventivo sobre la farola: 1643720;20/04/2026;20/04/2026;0;cuad55;FINALIZADA;2,936784076;-75,29546202
Abril;2023278;1643755;029965;LED;60,2;PRE;21;2;Se ha realizado el mantenimiento preventivo sobre la farola: 1643755;20/04/2026;20/04/2026;0;cuad55;FINALIZADA;2,93513189;-75,29471082
Abril;2023279;1643756;026006;LED;60,2;PRE;21;2;Se ha realizado el mantenimiento preventivo sobre la farola: 1643756;20/04/2026;20/04/2026;0;cuad55;FINALIZADA;2,93513189;-75,29471082
Abril;2023275;1643759;026806;LED;60,2;PRE;21;2;Se ha realizado el mantenimiento preventivo sobre la farola: 1643759;20/04/2026;20/04/2026;0;cuad55;FINALIZADA;2,93458646;-75,29445135
Abril;2023264;1643760;026807;LED;60,2;PRE;21;2;Se ha realizado el mantenimiento preventivo sobre la farola: 1643760;20/04/2026;20/04/2026;0;cuad55;FINALIZADA;2,93458646;-75,29445135
Abril;2030595;1643765;028709;LED;74,1;PRE;21;2;Se ha realizado el mantenimiento preventivo sobre la farola: 1643765;24/04/2026;25/04/2026;1;cuad63;FINALIZADA;2,935534049;-75,29446998
Abril;2030591;1643766;028725;LED;74,1;PRE;21;2;Se ha realizado el mantenimiento preventivo sobre la farola: 1643766;24/04/2026;25/04/2026;1;cuad63;FINALIZADA;2,935534049;-75,29446998
Abril;2030597;1643770;028720;LED;74,1;PRE;21;2;Se ha realizado el mantenimiento preventivo sobre la farola: 1643770;24/04/2026;25/04/2026;1;cuad63;FINALIZADA;2,93513327;-75,29514358
Abril;2030639;1644262;029706;LED;92,6;PRE;15;1D;Se ha realizado el mantenimiento preventivo sobre la farola: 1644262;24/04/2026;25/04/2026;1;cuad63;FINALIZADA;2,93243208;-75,29869496
Abril;2030640;1644263;029750;LED;92,6;PRE;15;1D;Se ha realizado el mantenimiento preventivo sobre la farola: 1644263;24/04/2026;25/04/2026;1;cuad63;FINALIZADA;2,93243208;-75,29869496
Abril;2030637;1644264;030405;LED;92,6;PRE;15;1D;Se ha realizado el mantenimiento preventivo sobre la farola: 1644264;24/04/2026;25/04/2026;1;cuad63;FINALIZADA;2,932917045;-75,298854
Abril;2030641;1644265;029703;LED;92,6;PRE;15;1D;Se ha realizado el mantenimiento preventivo sobre la farola: 1644265;24/04/2026;25/04/2026;1;cuad63;FINALIZADA;2,932917045;-75,298854
Abril;2034808;1644972;063456;LED;92,6;PRE;10;9;Se ha realizado el mantenimiento preventivo sobre la farola: 1644972;29/04/2026;29/04/2026;0;cuad55;FINALIZADA;2,930571114;-75,285258
Abril;2030636;1646267;029257;LED;92,6;PRE;15;1D;Se ha realizado el mantenimiento preventivo sobre la farola: 1646267;24/04/2026;25/04/2026;1;cuad63;FINALIZADA;2,931935035;-75,29837899
Abril;2034798;1647315;048084;LED;60,2;PRE;CARRERA;CALLE;Se ha realizado el mantenimiento preventivo sobre la farola: 1647315;29/04/2026;29/04/2026;0;cuad55;FINALIZADA;2,931584171;-75,2967727
Abril;2030666;1647316;048055;LED;60,2;PRE;CARRERA;AV. TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1647316;24/04/2026;25/04/2026;1;cuad63;FINALIZADA;2,932801468;-75,29530107
Abril;2033659;1647336;048048;LED;60,2;PRE;CARRERA;AV. TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1647336;28/04/2026;28/04/2026;0;cuad55;FINALIZADA;2,931438669;-75,29687425
Abril;2033911;1647339;048082;LED;60,2;PRE;CARRERA;CALLE;Se ha realizado el mantenimiento preventivo sobre la farola: 1647339;28/04/2026;28/04/2026;0;cuad56;FINALIZADA;2,932009906;-75,29648756
Abril;2031920;1647344;063066;LED;60,2;PRE;CARRERA;AV. TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1647344;27/04/2026;27/04/2026;0;cuad55;FINALIZADA;2,93290266;-75,29546388
Abril;2033653;1647358;048079;LED;60,2;PRE;CARRERA;AV. TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1647358;28/04/2026;28/04/2026;0;cuad55;FINALIZADA;2,931144776;-75,29705126
Abril;2031903;1647363;063058;LED;60,2;PRE;CARRERA;AV. TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1647363;27/04/2026;27/04/2026;0;cuad55;FINALIZADA;2,933096611;-75,29518183
Abril;2033916;1647364;048081;LED;60,2;PRE;CARRERA;CALLE;Se ha realizado el mantenimiento preventivo sobre la farola: 1647364;28/04/2026;28/04/2026;0;cuad56;FINALIZADA;2,93172958;-75,29668005
Abril;2033466;1647795;063783;LED;60,2;PRE;CARRERA;AV LA TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1647795;28/04/2026;28/04/2026;0;cuad55;FINALIZADA;2,933905355;-75,2902235
Abril;2033467;1647796;063313;LED;60,2;PRE;CARRERA;AV LA TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1647796;28/04/2026;28/04/2026;0;cuad55;FINALIZADA;2,933735717;-75,28990609
Abril;2031980;1647798;063360;LED;60,2;PRE;CARRERA;CALLE;Se ha realizado el mantenimiento preventivo sobre la farola: 1647798;27/04/2026;27/04/2026;0;cuad56;FINALIZADA;2,933195779;-75,28949366
Abril;2033630;1647803;063723;LED;60,2;PRE;CARRERA;AV LA TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1647803;28/04/2026;28/04/2026;0;cuad55;FINALIZADA;2,931646589;-75,28747807
Abril;2033637;1647806;063716;LED;60,2;PRE;CARRERA;AV LA TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1647806;28/04/2026;28/04/2026;0;cuad55;FINALIZADA;2,931198182;-75,28693095
Abril;2031989;1647833;063763;LED;60,2;PRE;CARRERA;AV LA TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1647833;27/04/2026;27/04/2026;0;cuad56;FINALIZADA;2,932540974;-75,28851877
Abril;2031898;1647995;063063;LED;60,2;PRE;CARRERA;AV. TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1647995;27/04/2026;27/04/2026;0;cuad55;FINALIZADA;2,933578458;-75,29447468
Abril;2031932;1647996;063073;LED;60,2;PRE;CARRERA;AV. TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1647996;27/04/2026;27/04/2026;0;cuad55;FINALIZADA;2,933390749;-75,29476096
Abril;2033488;1648458;063740;LED;60,2;PRE;CARRERA;CALLE;Se ha realizado el mantenimiento preventivo sobre la farola: 1648458;28/04/2026;28/04/2026;0;cuad55;FINALIZADA;2,933823215;-75,28138863
Abril;2033487;1648471;063720;LED;60,2;PRE;CARRERA;CALLE;Se ha realizado el mantenimiento preventivo sobre la farola: 1648471;28/04/2026;28/04/2026;0;cuad55;FINALIZADA;2,933943051;-75,28153362
Abril;2031975;1648476;001440;LED;60,2;PRE;CARRERA;AV LA TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1648476;27/04/2026;27/04/2026;0;cuad56;FINALIZADA;2,93335037;-75,2823976
Abril;2031988;1648477;063762;LED;60,2;PRE;CARRERA;AV LA TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1648477;27/04/2026;27/04/2026;0;cuad56;FINALIZADA;2,933032575;-75,28291959
Abril;2030671;1648488;063778;LED;60,2;PRE;CARRERA;AV LA TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1648488;24/04/2026;25/04/2026;1;cuad63;FINALIZADA;2,930943255;-75,28686753
Abril;2033641;1648498;063764;LED;60,2;PRE;CARRERA;AV LA TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1648498;28/04/2026;28/04/2026;0;cuad55;FINALIZADA;2,931160757;-75,28716615
Abril;2033623;1648503;063756;LED;60,2;PRE;CARRERA;CALLE;Se ha realizado el mantenimiento preventivo sobre la farola: 1648503;28/04/2026;28/04/2026;0;cuad55;FINALIZADA;2,93312544;-75,2827473
Abril;2031985;1648504;063758;LED;60,2;PRE;CARRERA;CALLE;Se ha realizado el mantenimiento preventivo sobre la farola: 1648504;27/04/2026;27/04/2026;0;cuad56;FINALIZADA;2,933227249;-75,28258796
Abril;2031925;1648583;063069;LED;60,2;PRE;CARRERA;AV. TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1648583;27/04/2026;27/04/2026;0;cuad55;FINALIZADA;2,933404322;-75,2944076
Abril;2030452;1652705;026407;LED;60,2;PRE;20;9;Se ha realizado el mantenimiento preventivo sobre la farola: 1652705;24/04/2026;25/04/2026;1;cuad59;FINALIZADA;2,939908044;-75,28521204
Abril;2030451;1652707;026476;LED;60,2;PRE;23;9;Se ha realizado el mantenimiento preventivo sobre la farola: 1652707;24/04/2026;25/04/2026;1;cuad59;FINALIZADA;2,940471116;-75,28525403
Abril;2031909;1656733;063084;LED;60,2;PRE;34;AV. TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1656733;27/04/2026;27/04/2026;0;cuad55;FINALIZADA;2,933737287;-75,29392448
Abril;2033901;1656735;063076;LED;60,2;PRE;33;AV. TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1656735;28/04/2026;28/04/2026;0;cuad56;FINALIZADA;2,934082571;-75,29338566
Abril;2030448;1660621;026470;LED;60,2;PRE;20;9;Se ha realizado el mantenimiento preventivo sobre la farola: 1660621;24/04/2026;25/04/2026;1;cuad59;FINALIZADA;2,939613114;-75,28520603
Abril;2030425;1660634;026952;LED;60,2;PRE;23;9;Se ha realizado el mantenimiento preventivo sobre la farola: 1660634;24/04/2026;25/04/2026;1;cuad59;FINALIZADA;2,94130706;-75,28523598
Abril;2031695;1660635;026475;LED;60,2;PRE;23;9;Se ha realizado el mantenimiento preventivo sobre la farola: 1660635;27/04/2026;27/04/2026;0;cuad55;FINALIZADA;2,940753107;-75,28526598
Abril;2030478;1660636;026466;LED;60,2;PRE;22;9;Se ha realizado el mantenimiento preventivo sobre la farola: 1660636;24/04/2026;25/04/2026;1;cuad59;FINALIZADA;2,940208041;-75,28521401
Abril;2009822;1660769;018721;LED;27,8;PRE;21;7A;Se ha realizado el mantenimiento preventivo sobre la farola: 1660769;08/04/2026;09/04/2026;1;cuad56;FINALIZADA;2,938365042;-75,28888101
Abril;2033655;1663075;063075;LED;60,2;PRE;8;AV. TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1663075;28/04/2026;28/04/2026;0;cuad55;FINALIZADA;2,933806265;-75,29377494
Abril;2030670;1664902;063706;LED;60,2;PRE;13;AV LA TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1664902;24/04/2026;25/04/2026;1;cuad63;FINALIZADA;2,931535075;-75,28734217
Abril;2031874;1664904;063794;LED;60,2;PRE;13;AV LA TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1664904;27/04/2026;27/04/2026;0;cuad55;FINALIZADA;2,933318076;-75,28964389
Abril;2033468;1664905;063791;LED;60,2;PRE;13;AV LA TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1664905;28/04/2026;28/04/2026;0;cuad55;FINALIZADA;2,933744224;-75,29024452
Abril;2031878;1664906;063355;LED;60,2;PRE;13;AV LA TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1664906;27/04/2026;27/04/2026;0;cuad55;FINALIZADA;2,933195779;-75,28949366
Abril;2031978;1664907;063345;LED;60,2;PRE;13;7;Se ha realizado el mantenimiento preventivo sobre la farola: 1664907;27/04/2026;27/04/2026;0;cuad56;FINALIZADA;2,934008481;-75,29075611
Abril;2033473;1664911;063701;LED;60,2;PRE;13;AV LA TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1664911;28/04/2026;28/04/2026;0;cuad55;FINALIZADA;2,932891441;-75,28891524
Abril;2033465;1664912;063798;LED;60,2;PRE;13;AV LA TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1664912;28/04/2026;28/04/2026;0;cuad55;FINALIZADA;2,933795293;-75,29042243
Abril;2033470;1664914;063795;LED;60,2;PRE;13;AV LA TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1664914;28/04/2026;28/04/2026;0;cuad55;FINALIZADA;2,933987859;-75,29058652
Abril;2030532;1665062;037497;LED;74,1;PRE;21;1BIS;Se ha realizado el mantenimiento preventivo sobre la farola: 1665062;24/04/2026;25/04/2026;1;cuad59;FINALIZADA;2,932738036;-75,30042101
Abril;2033898;1665355;063068;LED;60,2;PRE;11;AV. TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1665355;28/04/2026;28/04/2026;0;cuad56;FINALIZADA;2,93385525;-75,29361776
Abril;2030415;1665677;025220;LED;60,2;PRE;12;11;Se ha realizado el mantenimiento preventivo sobre la farola: 1665677;24/04/2026;25/04/2026;1;cuad59;FINALIZADA;2,932108068;-75,28397702
Abril;2031928;1666030;063054;LED;60,2;PRE;14;AV. TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1666030;27/04/2026;27/04/2026;0;cuad55;FINALIZADA;2,93350813;-75,29426042
Abril;2027635;1666135;023189;LED;46,3;PRE;13A;15;Se ha realizado el mantenimiento preventivo sobre la farola: 1666135;23/04/2026;24/04/2026;1;cuad55;FINALIZADA;2,934269107;-75,28116099
Abril;2027622;1666137;023116;LED;46,3;PRE;13A;15;Se ha realizado el mantenimiento preventivo sobre la farola: 1666137;23/04/2026;24/04/2026;1;cuad55;FINALIZADA;2,933606056;-75,282231
Abril;2033896;1723899;063055;LED;60,2;PRE;BONILLA;AV. TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1723899;28/04/2026;28/04/2026;0;cuad56;FINALIZADA;2,934009296;-75,29370634
Abril;2033662;1729157;063086;LED;60,2;PRE;SIETEDEAGOSTO;AV. TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1729157;28/04/2026;28/04/2026;0;cuad55;FINALIZADA;2,933920473;-75,29329527
Abril;2031936;1731950;048060;LED;60,2;PRE;VICTORFELIX;AV. TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1731950;27/04/2026;27/04/2026;0;cuad55;FINALIZADA;2,933885001;-75,29401144
Abril;2033486;1737499;001443;LED;60,2;PRE;AVLATOMA;AVLATOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1737499;28/04/2026;28/04/2026;0;cuad55;FINALIZADA;2,932947053;-75,2830858
Abril;2030643;1737636;030238;LED;92,6;PRE;PRIMERODEMAYO;18;Se ha realizado el mantenimiento preventivo sobre la farola: 1737636;24/04/2026;25/04/2026;1;cuad63;FINALIZADA;2,93440642;-75,28043345
Abril;2030642;1737637;029673;LED;92,6;PRE;PRIMERODEMAYO;18;Se ha realizado el mantenimiento preventivo sobre la farola: 1737637;24/04/2026;25/04/2026;1;cuad63;FINALIZADA;2,93446992;-75,28016424
Abril;2030644;1737644;030533;LED;92,6;PRE;PRIMERODEMAYO;18;Se ha realizado el mantenimiento preventivo sobre la farola: 1737644;24/04/2026;25/04/2026;1;cuad63;FINALIZADA;2,93478485;-75,27806101
Abril;2033880;1740261;063057;LED;60,2;PRE;QUIRINAL;AV. TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1740261;28/04/2026;28/04/2026;0;cuad56;FINALIZADA;2,934104775;-75,29289309
Abril;2034810;1751162;031201;LED;100;PRE;CARRERA 5;CALLE 17;Se ha realizado el mantenimiento preventivo sobre la farola: 1751162;29/04/2026;29/04/2026;0;cuad55;FINALIZADA;2,934713671;-75,29172266
Abril;2034799;1751314;031926;LED;92,6;PRE;CALLE4;CARRERA2;Se ha realizado el mantenimiento preventivo sobre la farola: 1751314;29/04/2026;29/04/2026;0;cuad55;FINALIZADA;2,93337287;-75,29391032
Abril;2034800;1751315;031922;LED;92,6;PRE;CALLE4;CARRERA2;Se ha realizado el mantenimiento preventivo sobre la farola: 1751315;29/04/2026;29/04/2026;0;cuad55;FINALIZADA;2,93308224;-75,29388316
Abril;2034803;1751316;031921;LED;92,6;PRE;CALLE4;CARRERA2;Se ha realizado el mantenimiento preventivo sobre la farola: 1751316;29/04/2026;29/04/2026;0;cuad55;FINALIZADA;2,9327916;-75,29385835
Abril;2034776;1751318;031932;LED;92,6;PRE;CALLE4;CARRERA2;Se ha realizado el mantenimiento preventivo sobre la farola: 1751318;29/04/2026;29/04/2026;0;cuad55;FINALIZADA;2,93308224;-75,29388316
Abril;2034805;1751322;031927;LED;92,6;PRE;CALLE4;CARRERA2;Se ha realizado el mantenimiento preventivo sobre la farola: 1751322;29/04/2026;29/04/2026;0;cuad55;FINALIZADA;2,93356875;-75,29398307
Abril;2031984;1771823;063315;LED;60,2;PRE;CARRERA 5 A LA CARRERA 16;AV LA TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1771823;27/04/2026;27/04/2026;0;cuad56;FINALIZADA;2,933440435;-75,28196719
Abril;2031856;1771832;063306;LED;60,2;PRE;CARRERA 5 A LA CARRERA 16;AV LA TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1771832;27/04/2026;27/04/2026;0;cuad55;FINALIZADA;2,932907333;-75,28914202
Abril;2031948;1772319;063326;LED;60,2;PRE;CARRERA 4 A LA CARRERA 5;AV LA TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1772319;27/04/2026;27/04/2026;0;cuad55;FINALIZADA;2,93406995;-75,2925402
Abril;2031959;1772320;063331;LED;60,2;PRE;CARRERA 4 A LA CARRERA 5;AV LA TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1772320;27/04/2026;27/04/2026;0;cuad55;FINALIZADA;2,934069951;-75,29254021
Abril;2031972;1772323;063318;LED;60,2;PRE;CARRERA 4 A LA CARRERA 5;AV LA TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1772323;27/04/2026;27/04/2026;0;cuad56;FINALIZADA;2,93406654;-75,2923586
Abril;2031946;1772324;063336;LED;60,2;PRE;CARRERA 4 A LA CARRERA 5;AV LA TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1772324;27/04/2026;27/04/2026;0;cuad55;FINALIZADA;2,933909031;-75,29235292
Abril;2031974;1772326;063325;LED;60,2;PRE;CARRERA 4 A LA CARRERA 5;AV LA TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1772326;27/04/2026;27/04/2026;0;cuad56;FINALIZADA;2,934061395;-75,29217729
Abril;2031971;1772327;063338;LED;60,2;PRE;CARRERA 4 A LA CARRERA 5;AV LA TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1772327;27/04/2026;27/04/2026;0;cuad56;FINALIZADA;2,933868646;-75,29201357
Abril;2031944;1772328;063323;LED;60,2;PRE;CARRERA 4 A LA CARRERA 5;AV LA TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1772328;27/04/2026;27/04/2026;0;cuad55;FINALIZADA;2,93405651;-75,2919954
Abril;2031939;1772331;063335;LED;60,2;PRE;CARRERA 4 A LA CARRERA 5;AV LA TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1772331;27/04/2026;27/04/2026;0;cuad55;FINALIZADA;2,933792276;-75,29168044
Abril;2031970;1772332;063333;LED;60,2;PRE;CARRERA 4 A LA CARRERA 5;AV LA TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1772332;27/04/2026;27/04/2026;0;cuad56;FINALIZADA;2,934074996;-75,291633
Abril;2031852;1772334;063351;LED;60,2;PRE;CARRERA 6 A LA CARRERA 7;AV LA TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1772334;27/04/2026;27/04/2026;0;cuad55;FINALIZADA;2,933007823;-75,28925173
Abril;2031862;1772335;063348;LED;60,2;PRE;CARRERA 6 A LA CARRERA 7;AV LA TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1772335;27/04/2026;27/04/2026;0;cuad55;FINALIZADA;2,933251632;-75,28932459
Abril;2031866;1772340;001098;LED;60,2;PRE;CARRERA 6 A LA CARRERA 7;AV LA TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1772340;27/04/2026;27/04/2026;0;cuad55;FINALIZADA;2,932021126;-75,28818339
Abril;2031858;1772341;063341;LED;60,2;PRE;CARRERA 7 A LA CARRERA 8;AV LA TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1772341;27/04/2026;27/04/2026;0;cuad55;FINALIZADA;2,93187333;-75,28776389
Abril;2031837;1772343;063344;LED;60,2;PRE;CARRERA 8 A LA CARRERA 9;AV LA TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1772343;27/04/2026;27/04/2026;0;cuad55;FINALIZADA;2,93039313;-75,28544271
Abril;2031873;1772344;001096;LED;60,2;PRE;CARRERA 8 A LA CARRERA 9;AV LA TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1772344;27/04/2026;27/04/2026;0;cuad55;FINALIZADA;2,93039313;-75,28544271
Abril;2033485;1772347;001442;LED;60,2;PRE;CARRERA 9 A LA CARRERA 12;AV LA TOMA;Se ha realizado el mantenimiento preventivo sobre la farola: 1772347;28/04/2026;28/04/2026;0;cuad55;FINALIZADA;2,932204446;-75,28385555
Febrero;1974875;1631728;062001;na;na;PRE;CARRERA;CALLE;Se ha realizado el mantenimiento preventivo sobre la farola: 1631728;23/02/2026;23/02/2026;0;cuad54;FINALIZADA;2,90274627;-75,2612152
Febrero;1974858;1631729;062002;na;na;PRE;CARRERA;CALLE;Se ha realizado el mantenimiento preventivo sobre la farola: 1631729;23/02/2026;23/02/2026;0;cuad54;FINALIZADA;2,90277205;-75,26116289
Febrero;1974868;1631733;062003;na;na;PRE;CARRERA;CALLE;Se ha realizado el mantenimiento preventivo sobre la farola: 1631733;23/02/2026;23/02/2026;0;cuad54;FINALIZADA;2,90279817;-75,26112031
Febrero;1974873;1631741;062004;na;na;PRE;CARRERA;CALLE;Se ha realizado el mantenimiento preventivo sobre la farola: 1631741;23/02/2026;23/02/2026;0;cuad54;FINALIZADA;2,90282329;-75,26107773
Febrero;1964665;1631743;062364;na;na;PRE;CARRERA;CALLE;Se ha realizado el mantenimiento preventivo sobre la farola: 1631743;11/02/2026;12/02/2026;1;cuad54;FINALIZADA;2,89309091;-75,25815983
Febrero;1974870;1631812;062008;na;na;PRE;CARRERA;CALLE;Se ha realizado el mantenimiento preventivo sobre la farola: 1631812;23/02/2026;23/02/2026;0;cuad54;FINALIZADA;2,90287887;-75,26131041
Febrero;1974863;1631813;062006;na;na;PRE;CARRERA;CALLE;Se ha realizado el mantenimiento preventivo sobre la farola: 1631813;23/02/2026;23/02/2026;0;cuad54;FINALIZADA;2,9029291;-75,26122022
Febrero;1974866;1631814;062007;na;na;PRE;CARRERA;CALLE;Se ha realizado el mantenimiento preventivo sobre la farola: 1631814;23/02/2026;23/02/2026;0;cuad54;FINALIZADA;2,90290331;-75,26126079
Febrero;1974860;1631815;062005;na;na;PRE;CARRERA;CALLE;Se ha realizado el mantenimiento preventivo sobre la farola: 1631815;23/02/2026;23/02/2026;0;cuad54;FINALIZADA;2,9029599;-75,26117429
Febrero;1974808;1632110;039924;na;na;PRE;CARRERA;CALLE;Se ha realizado el mantenimiento preventivo sobre la farola: 1632110;23/02/2026;23/02/2026;0;cuad63;FINALIZADA;2,903564068;-75,26355097
Febrero;1969091;1632355;027675;na;na;PRE;CARRERA;CALLE;Se ha realizado el mantenimiento preventivo sobre la farola: 1632355;14/02/2026;16/02/2026;2;cuad63;FINALIZADA;2,905641049;-75,27975404
Febrero;1974848;1632370;031282;na;na;PRE;CARRERA;CALLE;Se ha realizado el mantenimiento preventivo sobre la farola: 1632370;23/02/2026;23/02/2026;0;cuad54;FINALIZADA;2,89047005;-75,25706603
Febrero;1974844;1632371;031283;na;na;PRE;CARRERA;CALLE;Se ha realizado el mantenimiento preventivo sobre la farola: 1632371;23/02/2026;23/02/2026;0;cuad54;FINALIZADA;2,89047005;-75,25706603
Febrero;1974856;1632372;031284;na;na;PRE;CARRERA;CALLE;Se ha realizado el mantenimiento preventivo sobre la farola: 1632372;23/02/2026;23/02/2026;0;cuad54;FINALIZADA;2,890542092;-75,25694098
Febrero;1974845;1632373;031285;na;na;PRE;CARRERA;CALLE;Se ha realizado el mantenimiento preventivo sobre la farola: 1632373;23/02/2026;23/02/2026;0;cuad54;FINALIZADA;2,890542092;-75,25694098
Febrero;1974834;1632374;031286;na;na;PRE;CARRERA;CALLE;Se ha realizado el mantenimiento preventivo sobre la farola: 1632374;23/02/2026;23/02/2026;0;cuad54;FINALIZADA;2,890597036;-75,25681403
