Mes;Incidencia;Farola;Sticker;Tecnologia;Potencia;Tipo;Crucero;Via;Descripción;Fecha Asignación;Hora Inicial;Fecha Finalización;Hora Final;Tiempo Hora;Operario;Estado;Latitud;Longitud
Febrero;1963432;1672990;60,2;LED;025060;ACT;17;1A;Se ha actuado sobre: Otros: C.E;10/02/2026;9:37:00?a. m.;10/02/2026;9:37:00?a. m.;0;cuad59 ;FINALIZADA;2,93164936;-75,29835312
Febrero;1963436;1672991;60,2;LED;025597;ACT;17;1A;Se ha actuado sobre: Otros: C.E;10/02/2026;9:39:00?a. m.;10/02/2026;9:39:00?a. m.;0;cuad59 ;FINALIZADA;2,93184175;-75,29844798
Febrero;1963437;1672992;60,2;LED;025100;ACT;17;1A;Se ha actuado sobre: Otros: C.E;10/02/2026;9:40:00?a. m.;10/02/2026;9:40:00?a. m.;0;cuad59 ;FINALIZADA;2,93184175;-75,29844798
Febrero;1963434;1672993;60,2;LED;025078;ACT;17;1A;Se ha actuado sobre: Otros: C.E;10/02/2026;9:38:00?a. m.;10/02/2026;9:38:00?a. m.;0;cuad59 ;FINALIZADA;2,93184175;-75,29844798
Febrero;1963439;1672994;60,2;LED;025043;ACT;17;1A;Se ha actuado sobre: Otros: C.E;10/02/2026;9:41:00?a. m.;10/02/2026;9:41:00?a. m.;0;cuad59 ;FINALIZADA;2,93190483;-75,29859033
Febrero;1963441;1672995;60,2;LED;025787;ACT;17;1A;Se ha actuado sobre: Otros: C.E;10/02/2026;9:42:00?a. m.;10/02/2026;9:42:00?a. m.;0;cuad59 ;FINALIZADA;2,93190483;-75,29859033
Febrero;1963440;1672996;60,2;LED;025789;ACT;17;1A;Se ha actuado sobre: Otros: C.E;10/02/2026;9:41:00?a. m.;10/02/2026;9:41:00?a. m.;0;cuad59 ;FINALIZADA;2,93190483;-75,29859033
Febrero;1960594;1717632;50;LED;000306;ACT;KR3A;NEIVA;Se ha actuado sobre: EJECUCIÓN DE PROYECTOS;05/02/2026;6:38:00?p. m.;05/02/2026;6:38:00?p. m.;0;cuad54;FINALIZADA;2,93745721;-75,02457563
Febrero;1956809;1718652;27,8;LED;064496;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E;02/02/2026;4:23:00?p. m.;02/02/2026;4:23:00?p. m.;0;cuad55 ;FINALIZADA;2,864590194;-75,19462302
Febrero;1960596;1718825;50;LED;000478;ACT;VDALAMATA;NEIVA;Se ha actuado sobre: EJECUCIÓN DE PROYECTOS;05/02/2026;6:39:00?p. m.;05/02/2026;6:39:00?p. m.;0;cuad54;FINALIZADA;2,93766246;-75,02438553
Febrero;1974373;1718859;300;LED;039926;ACT;KR36;CL23SUR;Se ha actuado sobre: Base Fotocelda, Otros: 1BASE.C.E;20/02/2026;6:50:00?p. m.;20/02/2026;6:50:00?p. m.;0;cuad55 ;FINALIZADA;2,903352;-75,270878
Febrero;1968624;1718886;92,6;LED;048586;ACT;5;82B;Se ha actuado sobre: Otros: C.E;13/02/2026;5:01:00?p. m.;13/02/2026;5:01:00?p. m.;0;cuad55 ;FINALIZADA;2,914917275;-75,28118497
Febrero;1960597;1719843;50;LED;000404;ACT;SCLAMATA;NEIVA;Se ha actuado sobre: EJECUCIÓN DE PROYECTOS;05/02/2026;6:39:00?p. m.;05/02/2026;6:39:00?p. m.;0;cuad54;FINALIZADA;2,9366911;-75,02470236
Febrero;1969982;1719856;92,6;LED;061975;ACT;SCLAMATA;CALLE;Se ha actuado sobre: Otros: C E;16/02/2026;6:41:00?p. m.;16/02/2026;6:41:00?p. m.;0;cuad55 ;FINALIZADA;2,935946349;-75,26483908
Febrero;1974662;1719856;92,6;LED;061975;ACT;SCLAMATA;CALLE;Se ha actuado sobre: Otros: C.E;21/02/2026;11:10:00?a. m.;21/02/2026;11:10:00?a. m.;0;cuad54 ;FINALIZADA;2,935946349;-75,26483908
Febrero;1974447;1719857;92,6;LED;061963;ACT;SCLAMATA;35;Se ha actuado sobre: Otros: C.E;20/02/2026;8:25:00?p. m.;20/02/2026;8:25:00?p. m.;0;cuad55 ;FINALIZADA;2,935980307;-75,26508447
Febrero;1969989;1719857;92,6;LED;061963;ACT;SCLAMATA;35;Se ha actuado sobre: Otros: C.E;16/02/2026;6:45:00?p. m.;16/02/2026;6:45:00?p. m.;0;cuad55 ;FINALIZADA;2,935980307;-75,26508447
Febrero;1968621;1719859;92,6;LED;048577;ACT;SCLAMATA;SCLAMATA;Se ha actuado sobre: Otros: C.E;13/02/2026;5:00:00?p. m.;13/02/2026;5:00:00?p. m.;0;cuad55 ;FINALIZADA;2,915056721;-75,28105363
Febrero;1970081;1720490;37;LED;041308;ACT;33;CUARTO CENTENARIO;Se ha actuado sobre: Otros: C.E;16/02/2026;8:18:00?p. m.;16/02/2026;8:18:00?p. m.;0;cuad56 ;FINALIZADA;2,897431125;-75,26239855
Febrero;1970080;1720491;37;LED;067073;ACT;33;CUARTO CENTENARIO;Se ha actuado sobre: Otros: C.E;16/02/2026;8:17:00?p. m.;16/02/2026;8:17:00?p. m.;0;cuad56 ;FINALIZADA;2,8976257;-75,26223411
Febrero;1970079;1720492;37;LED;020598;ACT;33;CUARTO CENTENARIO;Se ha actuado sobre: Otros: C E;16/02/2026;8:16:00?p. m.;16/02/2026;8:16:00?p. m.;0;cuad56 ;FINALIZADA;2,897818162;-75,26205379
Febrero;1971160;1720494;37;LED;019050;ACT;33;CUARTO CENTENARIO;Se ha actuado sobre: Otros: C.E;17/02/2026;7:57:00?p. m.;17/02/2026;7:57:00?p. m.;0;cuad56 ;FINALIZADA;2,898069419;-75,26198079
Febrero;1971161;1720495;37;LED;053197;ACT;33;CUARTO CENTENARIO;Se ha actuado sobre: Otros: C E;17/02/2026;7:57:00?p. m.;17/02/2026;7:57:00?p. m.;0;cuad56 ;FINALIZADA;2,89832756;-75,26190959
Febrero;1971162;1720497;37;LED;067055;ACT;33;CUARTO CENTENARIO;Se ha actuado sobre: Otros: C.E;17/02/2026;7:58:00?p. m.;17/02/2026;7:58:00?p. m.;0;cuad56 ;FINALIZADA;2,898738665;-75,26179087
Febrero;1971163;1720498;37;LED;067074;ACT;33;CUARTO CENTENARIO;Se ha actuado sobre: Otros: C.E;17/02/2026;7:58:00?p. m.;17/02/2026;7:58:00?p. m.;0;cuad56 ;FINALIZADA;2,898941477;-75,26173996
Febrero;1971164;1720499;37;LED;067106;ACT;33;CUARTO CENTENARIO;Se ha actuado sobre: Otros: C.E;17/02/2026;7:59:00?p. m.;17/02/2026;7:59:00?p. m.;0;cuad56 ;FINALIZADA;2,899147491;-75,26170305
Febrero;1977698;1720500;37;LED;067061;ACT;33;CUARTO CENTENARIO;Se ha actuado sobre: Otros: C.E;25/02/2026;10:04:00?p. m.;25/02/2026;10:04:00?p. m.;0;cuad55 ;FINALIZADA;2,899328063;-75,26167457
Febrero;1971159;1720500;37;LED;067061;ACT;33;CUARTO CENTENARIO;Se ha actuado sobre: Otros: C.E;17/02/2026;7:57:00?p. m.;17/02/2026;7:57:00?p. m.;0;cuad56 ;FINALIZADA;2,899328063;-75,26167457
Febrero;1972577;1720501;37;LED;019016;ACT;33;T36;Se ha actuado sobre: Otros: C.E;18/02/2026;7:26:00?p. m.;18/02/2026;7:26:00?p. m.;0;cuad56 ;FINALIZADA;2,899576525;-75,26164619
Febrero;1977697;1720501;37;LED;019016;ACT;33;T36;Se ha actuado sobre: Otros: C.E;25/02/2026;10:04:00?p. m.;25/02/2026;10:04:00?p. m.;0;cuad55 ;FINALIZADA;2,899576525;-75,26164619
Febrero;1977701;1720502;37;LED;041306;ACT;33;CUARTO CENTENARIO;Se ha actuado sobre: Otros: C.E;25/02/2026;10:06:00?p. m.;25/02/2026;10:06:00?p. m.;0;cuad55 ;FINALIZADA;2,89978019;-75,26162092
Febrero;1972117;1720518;92,6;LED;061961;ACT;33;CALLE;Se ha actuado sobre: Otros: C.E;18/02/2026;3:41:00?p. m.;18/02/2026;3:41:00?p. m.;0;cuad54 ;FINALIZADA;2,938519452;-75,26537833
Febrero;1977700;1720522;37;LED;041314;ACT;33;CUARTO CENTENARIO;Se ha actuado sobre: Otros: C.E;25/02/2026;10:05:00?p. m.;25/02/2026;10:05:00?p. m.;0;cuad55 ;FINALIZADA;2,899990495;-75,26159547
Febrero;1973553;1720523;37;LED;041311;ACT;33;CUARTO CENTENARIO;Se ha actuado sobre: Otros: C.E;19/02/2026;3:26:00?p. m.;19/02/2026;3:26:00?p. m.;0;cuad56 ;FINALIZADA;2,900201347;-75,26154936
Febrero;1977699;1720523;37;LED;041311;ACT;33;CUARTO CENTENARIO;Se ha actuado sobre: Otros: C.E;25/02/2026;10:05:00?p. m.;25/02/2026;10:05:00?p. m.;0;cuad55 ;FINALIZADA;2,900201347;-75,26154936
Febrero;1973552;1720524;37;LED;051767;ACT;33;CUARTO CENTENARIO;Se ha actuado sobre: Luminaria, Otros: F.I RETIRADA041307-INSTALADA051767;19/02/2026;3:23:00?p. m.;19/02/2026;3:23:00?p. m.;0;cuad56 ;FINALIZADA;2,900407507;-75,26151391
Febrero;1972576;1720525;150;LED;001984;ACT;33;CUARTO CENTENARIO;Se ha actuado sobre: Otros: C.E;18/02/2026;7:24:00?p. m.;18/02/2026;7:24:00?p. m.;0;cuad56 ;FINALIZADA;2,90076571;-75,26161924
Febrero;1971158;1720525;150;LED;001984;ACT;33;CUARTO CENTENARIO;Se ha actuado sobre: Otros: C.E;17/02/2026;7:15:00?p. m.;17/02/2026;7:15:00?p. m.;0;cuad56 ;FINALIZADA;2,90076571;-75,26161924
Febrero;1971156;1720526;150;LED;48695;ACT;33;CUARTO CENTENARIO;Se ha actuado sobre: Otros: C.E;17/02/2026;7:14:00?p. m.;17/02/2026;7:14:00?p. m.;0;cuad56 ;FINALIZADA;2,900976833;-75,26206126
Febrero;1972575;1720526;150;LED;48695;ACT;33;CUARTO CENTENARIO;Se ha actuado sobre: Otros: C.E;18/02/2026;7:23:00?p. m.;18/02/2026;7:23:00?p. m.;0;cuad56 ;FINALIZADA;2,900976833;-75,26206126
Febrero;1972557;1720527;150;LED;00316;ACT;33;CUARTO CENTENARIO;Se ha actuado sobre: Luminaria, Otros: F.I RETIRADA001985-INSTALADA00316;18/02/2026;4:44:00?p. m.;18/02/2026;4:44:00?p. m.;0;cuad56 ;FINALIZADA;2,901065658;-75,26220429
Febrero;1972558;1720528;150;LED;52297;ACT;33;CUARTO CENTENARIO;Se ha actuado sobre: Otros: C.E;18/02/2026;4:50:00?p. m.;18/02/2026;4:50:00?p. m.;0;cuad56 ;FINALIZADA;2,901264132;-75,26229606
Febrero;1972120;1720789;92,6;LED;061968;ACT;VILLAMAGDALENA;CALLE;Se ha actuado sobre: Otros: C.E;18/02/2026;3:42:00?p. m.;18/02/2026;3:42:00?p. m.;0;cuad54 ;FINALIZADA;2,938576085;-75,2653832
Febrero;1978921;1720798;35;LED;1428-35;ACT;7;65A;Se ha actuado sobre: Otros: C.E CONTROL;27/02/2026;8:02:00?a. m.;27/02/2026;8:02:00?a. m.;0;cuad56 ;FINALIZADA;2,962737;-75,289642
Febrero;1978922;1720799;35;LED;1429-35;ACT;7;65A;Se ha actuado sobre: Otros: C.E CONTROL;27/02/2026;8:05:00?a. m.;27/02/2026;8:05:00?a. m.;0;cuad56 ;FINALIZADA;2,962689;-75,289491
Febrero;1978923;1720800;35;LED;1430-35;ACT;7;65A;Se ha actuado sobre: Otros: C.E CONTROL;27/02/2026;8:08:00?a. m.;27/02/2026;8:08:00?a. m.;0;cuad56 ;FINALIZADA;2,96261;-75,289233
Febrero;1978924;1720801;35;LED;1431-35;ACT;7;65A;Se ha actuado sobre: Otros: C.E CONTROL;27/02/2026;8:11:00?a. m.;27/02/2026;8:11:00?a. m.;0;cuad56 ;FINALIZADA;2,962552;-75,28902
Febrero;1960598;1720821;50;LED;000309;ACT;26;NEIVA;Se ha actuado sobre: EJECUCIÓN DE PROYECTOS;05/02/2026;6:40:00?p. m.;05/02/2026;6:40:00?p. m.;0;cuad54;FINALIZADA;2,937263;-75,02471041
Febrero;1960425;1720833;60,2;LED;036009;ACT;ZONAINDUSTRIAL;ZONAINDUSTRIAL;Se ha actuado sobre: Fotocelda, Otros: 1F.;05/02/2026;4:00:00?p. m.;05/02/2026;4:00:00?p. m.;0;cuad55;FINALIZADA;2,91629559;-75,28562883
Febrero;1957212;1720999;200;LED;031537;ACT;LOSPINOS;22B;Se ha actuado sobre: Otros: 1H.B.4.5METROSDECINTABANDI.C.E;02/02/2026;10:29:00?p. m.;02/02/2026;10:29:00?p. m.;0;cuad54 ;FINALIZADA;2,95988259;-75,28209753
Febrero;1957213;1721000;150;LED;3454-150;ACT;LOSPINOS;22B;Se ha actuado sobre: Otros: C.E;02/02/2026;10:30:00?p. m.;02/02/2026;10:30:00?p. m.;0;cuad54 ;FINALIZADA;2,95988259;-75,28209753
Febrero;1968746;1721001;150;LED;SC;ACT;LOSPINOS;22;Se ha actuado sobre: Otros: C.E;13/02/2026;7:37:00?p. m.;13/02/2026;7:37:00?p. m.;0;cuad57;FINALIZADA;2,95840633;-75,28014723
Febrero;1968743;1721002;150;LED;SC;ACT;LOSPINOS;22;Se ha actuado sobre: Otros: C.E;13/02/2026;7:36:00?p. m.;13/02/2026;7:36:00?p. m.;0;cuad57;FINALIZADA;2,95833702;-75,2801536
Febrero;1968740;1721004;150;LED;SC;ACT;LOSPINOS;22;Se ha actuado sobre: Otros: C.E;13/02/2026;7:35:00?p. m.;13/02/2026;7:35:00?p. m.;0;cuad57;FINALIZADA;2,95820075;-75,28015461
Febrero;1968747;1721005;150;LED;SC;ACT;LOSPINOS;22;Se ha actuado sobre: Otros: C.E;13/02/2026;7:37:00?p. m.;13/02/2026;7:37:00?p. m.;0;cuad57;FINALIZADA;2,95840198;-75,28009459
Febrero;1968744;1721006;150;LED;SC;ACT;LOSPINOS;22;Se ha actuado sobre: Otros: C.E;13/02/2026;7:36:00?p. m.;13/02/2026;7:36:00?p. m.;0;cuad57;FINALIZADA;2,95833669;-75,28010096
Febrero;1968741;1721007;150;LED;SC;ACT;LOSPINOS;22;Se ha actuado sobre: Otros: C.E;13/02/2026;7:35:00?p. m.;13/02/2026;7:35:00?p. m.;0;cuad57;FINALIZADA;2,9582714;-75,28010834
Febrero;1968748;1721009;150;LED;SC;ACT;LOSPINOS;22;Se ha actuado sobre: Otros: C.E;13/02/2026;7:37:00?p. m.;13/02/2026;7:37:00?p. m.;0;cuad57;FINALIZADA;2,95839629;-75,28004397
Febrero;1968745;1721010;150;LED;SC;ACT;LOSPINOS;22;Se ha actuado sobre: Otros: C.E;13/02/2026;7:36:00?p. m.;13/02/2026;7:36:00?p. m.;0;cuad57;FINALIZADA;2,958333;-75,28004196
Febrero;1968742;1721011;150;LED;SC;ACT;LOSPINOS;22;Se ha actuado sobre: Otros: C.E;13/02/2026;7:36:00?p. m.;13/02/2026;7:36:00?p. m.;0;cuad57;FINALIZADA;2,95826738;-75,28005302
Febrero;1972446;1721014;27,8;LED;010202;ACT;LOSPINOS;LOSPINOS;Se ha actuado sobre: Otros: C E;18/02/2026;5:41:00?p. m.;18/02/2026;5:41:00?p. m.;0;cuad55 ;FINALIZADA;2,957717;-75,281148
Febrero;1963173;1721164;60,2;LED;027624;ACT;CENTRO;5;Se ha actuado sobre: Otros: V.A;09/02/2026;7:50:00?p. m.;09/02/2026;7:50:00?p. m.;0;cuad57;FINALIZADA;2,92016126;-75,28629155
Febrero;1971226;1721165;74,1;LED;037328;ACT;CENTRO;5;Se ha actuado sobre: Otros: C.E;17/02/2026;9:11:00?p. m.;17/02/2026;9:11:00?p. m.;0;cuad54 ;FINALIZADA;2,92090895;-75,2853474
Febrero;1971227;1721166;74,1;LED;037309;ACT;CENTRO;5;Se ha actuado sobre: Otros: C.E;17/02/2026;9:13:00?p. m.;17/02/2026;9:13:00?p. m.;0;cuad54 ;FINALIZADA;2,92090895;-75,2853474
Febrero;1974815;1721167;74,1;LED;037314;ACT;CENTRO;5;Se ha actuado sobre: Fotocelda, Acometida, Conectores y 2CDP.26MTR3×14 1F REINSTALACION LUMINARIA  C.E;20/02/2026;6:05:00?a. m.;20/02/2026;6:05:00?a. m.;0;cuad55;FINALIZADA;2,92101756;-75,28490345
Febrero;1974462;1721168;74,1;LED;037315;ACT;CENTRO;5;Se ha actuado sobre: Luminaria, Otros: REINSTALACION DE LUMINARIA.037315.1FV.10MTS.;20/02/2026;9:21:00?p. m.;20/02/2026;9:21:00?p. m.;0;cuad55 ;FINALIZADA;2,92101756;-75,28490345
Febrero;1967195;1721170;106,5;LED;030862;ACT;CENTRO;CENTRO;Se ha actuado sobre: Otros: C.E;12/02/2026;5:01:00?p. m.;12/02/2026;5:01:00?p. m.;0;cuad55 ;FINALIZADA;2,921882028;-75,28462097
Febrero;1965114;1721173;106,5;LED;062934;ACT;CENTRO;CENTRO;Se ha actuado sobre: Otros: V.A;11/02/2026;3:48:00?p. m.;11/02/2026;3:48:00?p. m.;0;cuad57;FINALIZADA;2,921141056;-75,28436596
Febrero;1965115;1721174;106,5;LED;062929;ACT;CENTRO;CENTRO;Se ha actuado sobre: Otros: V.A;11/02/2026;3:50:00?p. m.;11/02/2026;3:50:00?p. m.;0;cuad57;FINALIZADA;2,921141056;-75,28436596
Febrero;1960126;1721175;0,2;PSL;SC;ACT;CENTRO;CENTRO;Se ha actuado sobre: Otros: DESMONTE LUMINARIA;05/02/2026;10:00:00?a. m.;05/02/2026;10:00:00?a. m.;0;cuad56 ;FINALIZADA;2,9178;-75,2837
Febrero;1973085;1721230;92,6;LED;068130;ACT;VILLAREGINA;VILLAREGINA;Se ha actuado sobre: Luminaria, Otros: RETIRADA.038402.INSTALADA068130.F.I;19/02/2026;6:54:00?p. m.;19/02/2026;6:54:00?p. m.;0;cuad54 ;FINALIZADA;2,938500029;-75,25244104
Febrero;1957219;1721309;200;LED;031524;ACT;VILLACAROLINA;22B;Se ha actuado sobre: Otros: C.E;02/02/2026;10:34:00?p. m.;02/02/2026;10:34:00?p. m.;0;cuad54 ;FINALIZADA;2,95997132;-75,28236542
Febrero;1957218;1721310;150;LED;3446-150;ACT;VILLACAROLINA;22B;Se ha actuado sobre: Otros: C.E;02/02/2026;10:33:00?p. m.;02/02/2026;10:33:00?p. m.;0;cuad54 ;FINALIZADA;2,95997132;-75,28236542
Febrero;1969984;1721387;92,6;LED;061976;ACT;LOSPINOS;CALLE;Se ha actuado sobre: Otros: C.E;16/02/2026;6:42:00?p. m.;16/02/2026;6:42:00?p. m.;0;cuad55 ;FINALIZADA;2,935785145;-75,26478262
Febrero;1974663;1721387;92,6;LED;061976;ACT;LOSPINOS;CALLE;Se ha actuado sobre: Otros: V.E;21/02/2026;11:10:00?a. m.;21/02/2026;11:10:00?a. m.;0;cuad54 ;FINALIZADA;2,935785145;-75,26478262
Febrero;1968626;1721388;92,6;LED;048581;ACT;LOSPINOS;LOSPINOS;Se ha actuado sobre: Otros: C.E;13/02/2026;5:02:00?p. m.;13/02/2026;5:02:00?p. m.;0;cuad55 ;FINALIZADA;2,915019129;-75,28124096
Febrero;1968055;1721389;92,6;LED;048587;ACT;LOSPINOS;LOSPINOS;Se ha actuado sobre: Otros: C.E;13/02/2026;12:24:00?p. m.;13/02/2026;12:24:00?p. m.;0;cuad55 ;FINALIZADA;2,915070147;-75,28126896
Febrero;1968622;1721421;92,6;LED;048585;ACT;MANZANAREZ;MANZANAREZ;Se ha actuado sobre: Otros: C.E;13/02/2026;5:00:00?p. m.;13/02/2026;5:00:00?p. m.;0;cuad55 ;FINALIZADA;2,914866257;-75,28115697
Febrero;1974664;1721423;92,6;LED;061971;ACT;MANZANAREZ;CALLE;Se ha actuado sobre: Otros: C.E;21/02/2026;11:11:00?a. m.;21/02/2026;11:11:00?a. m.;0;cuad54 ;FINALIZADA;2,935765369;-75,26500928
Febrero;1969986;1721423;92,6;LED;061971;ACT;MANZANAREZ;CALLE;Se ha actuado sobre: Otros: C.E;16/02/2026;6:43:00?p. m.;16/02/2026;6:43:00?p. m.;0;cuad55 ;FINALIZADA;2,935765369;-75,26500928
Febrero;1960599;1721474;50;LED;000305;ACT;FALLABERNAL;NEIVA;Se ha actuado sobre: EJECUCIÓN DE PROYECTOS;05/02/2026;6:40:00?p. m.;05/02/2026;6:40:00?p. m.;0;cuad54;FINALIZADA;2,9381473;-75,02380013
Febrero;1960600;1721476;50;LED;000308;ACT;FALLABERNAL;NEIVA;Se ha actuado sobre: EJECUCIÓN DE PROYECTOS;05/02/2026;6:40:00?p. m.;05/02/2026;6:40:00?p. m.;0;cuad54;FINALIZADA;2,93796314;-75,02424538
Febrero;1960601;1721477;50;LED;000310;ACT;FALLABERNAL;NEIVA;Se ha actuado sobre: EJECUCIÓN DE PROYECTOS;05/02/2026;6:40:00?p. m.;05/02/2026;6:40:00?p. m.;0;cuad54;FINALIZADA;2,9378118;-75,02431143
Febrero;1972122;1721485;92,6;LED;061959;ACT;FALLABERNAL;CALLE;Se ha actuado sobre: Otros: C.E;18/02/2026;3:43:00?p. m.;18/02/2026;3:43:00?p. m.;0;cuad54 ;FINALIZADA;2,938689713;-75,26539276
Febrero;1971121;1721491;27,8;LED;010664;ACT;FALLABERNAL;CALLE;Se ha actuado sobre: Otros: CONTROLC.E;17/02/2026;6:46:00?p. m.;17/02/2026;6:46:00?p. m.;0;cuad54 ;FINALIZADA;2,95732259;-75,29876375
Febrero;1968788;1721524;74,1;LED;029464;ACT;PUERTADELSOL;PUERTADELSOL;Se ha actuado sobre: Otros: C.E;13/02/2026;8:19:00?p. m.;13/02/2026;8:19:00?p. m.;0;cuad57;FINALIZADA;2,90040809;-75,26902297
Febrero;1978178;1721556;100;LED;01432;ACT;10;2;Se ha actuado sobre: Otros: C.E;26/02/2026;7:13:00?p. m.;26/02/2026;7:13:00?p. m.;0;cuad56 ;FINALIZADA;2,911806205;-75,28795244
Febrero;1974659;1721576;200;LED;062181;ACT;TIMANCO;CALLE;Se ha actuado sobre: Otros: C.E;21/02/2026;11:06:00?a. m.;21/02/2026;11:06:00?a. m.;0;cuad54 ;FINALIZADA;2,913130118;-75,27652904
Febrero;1974658;1721577;200;LED;062180;ACT;TIMANCO;CALLE;Se ha actuado sobre: Otros: C.E;21/02/2026;11:06:00?a. m.;21/02/2026;11:06:00?a. m.;0;cuad54 ;FINALIZADA;2,91323795;-75,27654268
Febrero;1974660;1721578;200;LED;062172;ACT;TIMANCO;CALLE;Se ha actuado sobre: Otros: C.E;21/02/2026;11:08:00?a. m.;21/02/2026;11:08:00?a. m.;0;cuad54 ;FINALIZADA;2,913185;-75,276536
Febrero;1968446;1721629;37;LED;020675;ACT;GALAN;GALAN;Se ha actuado sobre: Otros: C.E;13/02/2026;3:08:00?p. m.;13/02/2026;3:08:00?p. m.;0;cuad54 ;FINALIZADA;2,915035029;-75,27030598
Febrero;1978035;1721631;46,3;LED;023415;ACT;GALAN;GALAN;Se ha actuado sobre: Luminaria, Fotocelda, Conectores, Otros: F.I 1F 2CDP RETIRADA023652-INSTALADA023415;26/02/2026;10:10:00?a. m.;26/02/2026;10:10:00?a. m.;0;cuad56 ;FINALIZADA;2,913533039;-75,26997503
Febrero;1968625;1721675;92,6;LED;048578;ACT;CENTRO;CENTRO;Se ha actuado sobre: Otros: C.E;13/02/2026;5:02:00?p. m.;13/02/2026;5:02:00?p. m.;0;cuad55 ;FINALIZADA;2,914968202;-75,28121297
Febrero;1978298;1722074;37;LED;035216;ACT;GRANJAS;GRANJAS;Se ha actuado sobre: Otros: C.E;26/02/2026;6:43:00?p. m.;26/02/2026;6:43:00?p. m.;0;cuad63;FINALIZADA;2,947551;-75,288766
Febrero;1962073;1722080;27,8;LED;040446;ACT;1EBIS;1E   ;Se ha actuado sobre: Otros: C.E;07/02/2026;8:04:00?p. m.;07/02/2026;8:04:00?p. m.;0;cuad59 ;FINALIZADA;2,96648;-75,29246755
Febrero;1960602;1722265;50;LED;000468;ACT;LALIBERTAD;NEIVA;Se ha actuado sobre: EJECUCIÓN DE PROYECTOS;05/02/2026;6:41:00?p. m.;05/02/2026;6:41:00?p. m.;0;cuad54;FINALIZADA;2,93743611;-75,02436373
Febrero;1960603;1722268;50;LED;000311;ACT;LALIBERTAD;NEIVA;Se ha actuado sobre: EJECUCIÓN DE PROYECTOS;05/02/2026;6:41:00?p. m.;05/02/2026;6:41:00?p. m.;0;cuad54;FINALIZADA;2,93792966;-75,02353996
Febrero;1965338;1722354;71;LED;2268-71;ACT;SANTAINES;CRA 6W CL 26-29;Se ha actuado sobre: Fotocelda, Otros: FOTOCELDA;11/02/2026;6:50:00?p. m.;11/02/2026;6:50:00?p. m.;0;cuad57;FINALIZADA;2,94532771;-75,30194
Febrero;1968623;1722617;92,6;LED;048584;ACT;ALAMOS;CALLE;Se ha actuado sobre: Otros: C.E;13/02/2026;5:01:00?p. m.;13/02/2026;5:01:00?p. m.;0;cuad55 ;FINALIZADA;2,914815329;-75,28112897
Febrero;1970186;1723853;100;LED;032095;ACT;2;74A;Se ha actuado sobre: Base Fotocelda, Fotocelda, Otros: C.E 1F 1BF;17/02/2026;7:12:00?a. m.;17/02/2026;7:12:00?a. m.;0;cuad57;FINALIZADA;2,969150102;-75,29066197
Febrero;1979865;1724673;60,2;LED;026608;ACT;CORREGIMIENTOGUACIRCO;CORREGIMIENTOGUACIRCO;Se ha actuado sobre: Otros: C.E;28/02/2026;8:01:00?a. m.;28/02/2026;8:01:00?a. m.;0;cuad57;FINALIZADA;3,10618;-75,282116
Febrero;1972579;1730199;27,8;LED;003951;ACT;MANZANARES;MANZANARES;Se ha actuado sobre: Otros: V.A;18/02/2026;7:50:00?p. m.;18/02/2026;7:50:00?p. m.;0;cuad56 ;FINALIZADA;2,907951096;-75,26790899
Febrero;1972581;1730200;27,8;LED;025546;ACT;MANZANARES;MANZANARES;Se ha actuado sobre: Otros: V.A;18/02/2026;8:04:00?p. m.;18/02/2026;8:04:00?p. m.;0;cuad56 ;FINALIZADA;2,907493103;-75,26805303
Febrero;1958134;1730202;46,3;LED;023694;ACT;GUADUALES;GUADUALES;Se ha actuado sobre: Otros: C.E;03/02/2026;4:47:00?p. m.;03/02/2026;4:47:00?p. m.;0;cuad54 ;FINALIZADA;2,941813109;-75,25724596
Febrero;1963438;1730686;60,2;LED;025059;ACT;CARACOLI;1A;Se ha actuado sobre: Otros: C.E;10/02/2026;9:40:00?a. m.;10/02/2026;9:40:00?a. m.;0;cuad59 ;FINALIZADA;2,93190483;-75,29859033
Febrero;1963435;1730706;60,2;LED;025024;ACT;CARACOLI;1A;Se ha actuado sobre: Otros: C.E;10/02/2026;9:39:00?a. m.;10/02/2026;9:39:00?a. m.;0;cuad59 ;FINALIZADA;2,93184175;-75,29844798
Febrero;1963433;1730707;60,2;LED;025048;ACT;CARACOLI;1A;Se ha actuado sobre: Otros: C.E;10/02/2026;9:38:00?a. m.;10/02/2026;9:38:00?a. m.;0;cuad59 ;FINALIZADA;2,93164936;-75,29835312
Febrero;1963444;1730708;60,2;LED;025034;ACT;CARACOLI;1A;Se ha actuado sobre: Otros: C.E;10/02/2026;9:44:00?a. m.;10/02/2026;9:44:00?a. m.;0;cuad59 ;FINALIZADA;2,93177938;-75,29863067
Febrero;1963429;1730712;60,2;LED;025039;ACT;CARACOLI;1A;Se ha actuado sobre: Otros: C.E;10/02/2026;9:36:00?a. m.;10/02/2026;9:36:00?a. m.;0;cuad59 ;FINALIZADA;2,93162703;-75,29864978
Febrero;1963707;1731093;27,8;LED;008097;ACT;CENTRO;CENTRO;Se ha actuado sobre: Otros: C.E;10/02/2026;12:03:00?p. m.;10/02/2026;12:03:00?p. m.;0;cuad55 ;FINALIZADA;2,931715;-75,29079
