Mes;Incidencia;Farola;Sticker;Tecnologia;Potencia;Tipo;Crucero;Via;Descripción;Fecha Asignación;Hora Inicial;Fecha Finalización;Hora Final;Tiempo Hora;Operario;Estado;Latitud;Longitud
Enero;1952375;1630477;009005;LED;27,8;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E;29/01/2026;9:22:00?a. m.;29/01/2026;9:22:00?a. m.;0;cuad56 ;FINALIZADA;2,935572048;-75,26609201
Enero;1937953;1630563;031681;LED;400;ACT;33;7;Se ha actuado sobre: Otros: C.E;09/01/2026;10:20:00?p. m.;09/01/2026;10:20:00?p. m.;0;cuad55 ;FINALIZADA;2,94712932;-75,29065301
Enero;1937954;1630564;031686;LED;400;ACT;33;7;Se ha actuado sobre: Otros: C.E;09/01/2026;10:21:00?p. m.;09/01/2026;10:21:00?p. m.;0;cuad55 ;FINALIZADA;2,94712932;-75,29065301
Enero;1937955;1630569;031682;LED;400;ACT;32;7;Se ha actuado sobre: Otros: C.E;09/01/2026;10:21:00?p. m.;09/01/2026;10:21:00?p. m.;0;cuad55 ;FINALIZADA;2,94662555;-75,29069155
Enero;1937956;1630570;031687;LED;400;ACT;32;7;Se ha actuado sobre: Otros: C.E;09/01/2026;10:22:00?p. m.;09/01/2026;10:22:00?p. m.;0;cuad55 ;FINALIZADA;2,94662555;-75,29069155
Enero;1940218;1630651;062523;LED;200;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E CONTROL;14/01/2026;7:20:00?p. m.;14/01/2026;7:20:00?p. m.;0;cuad56 ;FINALIZADA;2,933458116;-75,28409704
Enero;1940217;1630652;062524;LED;200;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E CONTROL;14/01/2026;7:20:00?p. m.;14/01/2026;7:20:00?p. m.;0;cuad56 ;FINALIZADA;2,933460106;-75,28409704
Enero;1940216;1630653;062526;LED;200;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E CONTROL;14/01/2026;7:19:00?p. m.;14/01/2026;7:19:00?p. m.;0;cuad56 ;FINALIZADA;2,93363106;-75,284229
Enero;1940036;1630654;062519;LED;200;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C E;14/01/2026;3:41:00?p. m.;14/01/2026;3:41:00?p. m.;0;cuad56 ;FINALIZADA;2,933631061;-75,28422603
Enero;1940215;1630655;062188;LED;200;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E CONTROL;14/01/2026;7:18:00?p. m.;14/01/2026;7:18:00?p. m.;0;cuad56 ;FINALIZADA;2,933640044;-75,284123
Enero;1940214;1630656;062522;LED;200;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E CONTROL;14/01/2026;7:17:00?p. m.;14/01/2026;7:17:00?p. m.;0;cuad56 ;FINALIZADA;2,933642034;-75,284123
Enero;1940219;1630657;062521;LED;200;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E CONTROL;14/01/2026;7:21:00?p. m.;14/01/2026;7:21:00?p. m.;0;cuad56 ;FINALIZADA;2,933443075;-75,28418603
Enero;1940220;1630658;062520;LED;200;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E CONTROL;14/01/2026;7:22:00?p. m.;14/01/2026;7:22:00?p. m.;0;cuad56 ;FINALIZADA;2,933441084;-75,28418801
Enero;1936936;1630757;062549;LED;200;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E;08/01/2026;7:25:00?p. m.;08/01/2026;7:25:00?p. m.;0;cuad56 ;FINALIZADA;2,904712;-75,27178
Enero;1936958;1630791;031719;LED;200;ACT;70C;1A;Se ha actuado sobre: Otros: C.E;08/01/2026;6:46:00?p. m.;08/01/2026;6:46:00?p. m.;0;cuad54 ;FINALIZADA;2,904350034;-75,27206104
Enero;1933590;1630915;001041;LED;100;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E;05/01/2026;6:52:00?p. m.;05/01/2026;6:52:00?p. m.;0;cuad54 ;FINALIZADA;2,948216;-75,297226
Enero;1933592;1630916;001038;LED;100;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E;05/01/2026;6:54:00?p. m.;05/01/2026;6:54:00?p. m.;0;cuad54 ;FINALIZADA;2,948086;-75,29724
Enero;1945052;1630923;031673;LED;200;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: 1TIMER.C.E;20/01/2026;8:53:00?p. m.;20/01/2026;8:53:00?p. m.;0;cuad54 ;FINALIZADA;2,951123;-75,295721
Enero;1945053;1630924;031629;LED;200;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: 1TIMER.C.E;20/01/2026;8:55:00?p. m.;20/01/2026;8:55:00?p. m.;0;cuad54 ;FINALIZADA;2,9509;-75,295762
Enero;1945051;1630926;031699;LED;200;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: 1TIMER.C.E;20/01/2026;8:52:00?p. m.;20/01/2026;8:52:00?p. m.;0;cuad54 ;FINALIZADA;2,9509;-75,295762
Enero;1937535;1630927;C4151&C2-0320;METAL HALIDE;400;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C E;09/01/2026;2:36:00?p. m.;09/01/2026;2:36:00?p. m.;0;cuad54 ;FINALIZADA;2,951087;-75,296311
Enero;1945054;1630932;031652;LED;200;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: 1TIMER.C.E;20/01/2026;8:57:00?p. m.;20/01/2026;8:57:00?p. m.;0;cuad54 ;FINALIZADA;2,951176;-75,296298
Enero;1945055;1630936;062118;LED;70;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: 1TIMER.C.E;20/01/2026;8:58:00?p. m.;20/01/2026;8:58:00?p. m.;0;cuad54 ;FINALIZADA;2,950875;-75,296185
Enero;1945056;1630944;031630;LED;200;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: 1TIMER.C.E;20/01/2026;8:59:00?p. m.;20/01/2026;8:59:00?p. m.;0;cuad54 ;FINALIZADA;2,951208;-75,296062
Enero;1945057;1630945;031623;LED;200;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: 1TIMER.C.E;20/01/2026;9:00:00?p. m.;20/01/2026;9:00:00?p. m.;0;cuad54 ;FINALIZADA;2,951208;-75,296062
Enero;1949951;1630955;021863;LED;37;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: CAMBIO.POSTE;26/01/2026;6:27:00?p. m.;26/01/2026;6:27:00?p. m.;0;cuad63;FINALIZADA;2,936851046;-75,259854
Enero;1941158;1631008;069313;LED;92,6;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: V.A;15/01/2026;7:09:00?p. m.;15/01/2026;7:09:00?p. m.;0;cuad57;FINALIZADA;2,96121645;-75,2989171
Enero;1941160;1631009;030472;LED;92,6;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: V.A;15/01/2026;7:10:00?p. m.;15/01/2026;7:10:00?p. m.;0;cuad57;FINALIZADA;2,96134546;-75,29887944
Enero;1941159;1631010;030271;LED;92,6;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: V.A;15/01/2026;7:10:00?p. m.;15/01/2026;7:10:00?p. m.;0;cuad57;FINALIZADA;2,96134546;-75,29887944
Enero;1940227;1631011;030463;LED;92,6;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C E CONTROL;14/01/2026;8:06:00?p. m.;14/01/2026;8:06:00?p. m.;0;cuad56 ;FINALIZADA;2,96120182;-75,29913425
Enero;1940228;1631012;030466;LED;92,6;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C E CONTROL;14/01/2026;8:07:00?p. m.;14/01/2026;8:07:00?p. m.;0;cuad56 ;FINALIZADA;2,96120182;-75,29913425
Enero;1940224;1631013;030479;LED;92,6;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E CONTROL;14/01/2026;7:58:00?p. m.;14/01/2026;7:58:00?p. m.;0;cuad56 ;FINALIZADA;2,96134407;-75,29907536
Enero;1940223;1631014;030468;LED;92,6;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C E CONTROL;14/01/2026;7:57:00?p. m.;14/01/2026;7:57:00?p. m.;0;cuad56 ;FINALIZADA;2,96134407;-75,29907536
Enero;1940226;1631015;030498;LED;92,6;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C E CONTROL;14/01/2026;8:06:00?p. m.;14/01/2026;8:06:00?p. m.;0;cuad56 ;FINALIZADA;2,96124099;-75,29909369
Enero;1940225;1631016;030454;LED;92,6;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E CONTROL;14/01/2026;8:05:00?p. m.;14/01/2026;8:05:00?p. m.;0;cuad56 ;FINALIZADA;2,96124099;-75,29909369
Enero;1940221;1631017;030476;LED;92,6;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E CONTROL;14/01/2026;7:28:00?p. m.;14/01/2026;7:28:00?p. m.;0;cuad56 ;FINALIZADA;2,96140138;-75,29905044
Enero;1940222;1631018;069320;LED;92,6;ACT;CARRERA;CALLE;Se ha actuado sobre: Luminaria, Otros: F.I RETIRADA030462-INSTALADA069320;14/01/2026;7:49:00?p. m.;14/01/2026;7:49:00?p. m.;0;cuad56 ;FINALIZADA;2,961401496;-75,29905048
Enero;1940231;1631019;030217;LED;92,6;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E CONTROL;14/01/2026;8:09:00?p. m.;14/01/2026;8:09:00?p. m.;0;cuad56 ;FINALIZADA;2,96139368;-75,29923987
Enero;1940232;1631020;030222;LED;92,6;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E CONTROL;14/01/2026;8:10:00?p. m.;14/01/2026;8:10:00?p. m.;0;cuad56 ;FINALIZADA;2,96139368;-75,29923987
Enero;1940229;1631021;030219;LED;92,6;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E CONTROL;14/01/2026;8:08:00?p. m.;14/01/2026;8:08:00?p. m.;0;cuad56 ;FINALIZADA;2,96124669;-75,29928278
Enero;1940230;1631022;030464;LED;92,6;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C E CONTROL;14/01/2026;8:08:00?p. m.;14/01/2026;8:08:00?p. m.;0;cuad56 ;FINALIZADA;2,96124669;-75,29928278
Enero;1951932;1631079;038506;LED;92,6;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E;28/01/2026;5:06:00?p. m.;28/01/2026;5:06:00?p. m.;0;cuad55 ;FINALIZADA;2,9575563;-75,29871037
Enero;1936935;1631079;038506;LED;92,6;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E;08/01/2026;6:35:00?p. m.;08/01/2026;6:35:00?p. m.;0;cuad54 ;FINALIZADA;2,9575563;-75,29871037
Enero;1936934;1631080;031857;LED;92,6;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E;08/01/2026;6:34:00?p. m.;08/01/2026;6:34:00?p. m.;0;cuad54 ;FINALIZADA;2,9575563;-75,29871037
Enero;1951933;1631080;031857;LED;92,6;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E;28/01/2026;5:06:00?p. m.;28/01/2026;5:06:00?p. m.;0;cuad55 ;FINALIZADA;2,9575563;-75,29871037
Enero;1936933;1631081;038599;LED;92,6;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E;08/01/2026;7:17:00?p. m.;08/01/2026;7:17:00?p. m.;0;cuad54 ;FINALIZADA;2,9575418;-75,29862063
Enero;1951903;1631081;038599;LED;92,6;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E;28/01/2026;4:47:00?p. m.;28/01/2026;4:47:00?p. m.;0;cuad55 ;FINALIZADA;2,9575418;-75,29862063
Enero;1951902;1631082;031825;LED;92,6;ACT;CARRERA;CALLE;Se ha actuado sobre: Conectores, Otros: 3CDP.C.E;28/01/2026;4:45:00?p. m.;28/01/2026;4:45:00?p. m.;0;cuad55 ;FINALIZADA;2,9575418;-75,29862063
Enero;1936932;1631082;031825;LED;92,6;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E;08/01/2026;7:16:00?p. m.;08/01/2026;7:16:00?p. m.;0;cuad54 ;FINALIZADA;2,9575418;-75,29862063
Enero;1951936;1631083;029543;LED;92,6;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E;28/01/2026;5:12:00?p. m.;28/01/2026;5:12:00?p. m.;0;cuad55 ;FINALIZADA;2,95732259;-75,29876375
Enero;1936928;1631083;029543;LED;92,6;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E;08/01/2026;7:05:00?p. m.;08/01/2026;7:05:00?p. m.;0;cuad54 ;FINALIZADA;2,95732259;-75,29876375
Enero;1951937;1631084;031815;LED;92,6;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E;28/01/2026;5:13:00?p. m.;28/01/2026;5:13:00?p. m.;0;cuad55 ;FINALIZADA;2,95732259;-75,29876375
Enero;1936929;1631084;031815;LED;92,6;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E;08/01/2026;7:06:00?p. m.;08/01/2026;7:06:00?p. m.;0;cuad54 ;FINALIZADA;2,95732259;-75,29876375
Enero;1936930;1631085;026517;LED;92,6;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E;08/01/2026;7:10:00?p. m.;08/01/2026;7:10:00?p. m.;0;cuad54 ;FINALIZADA;2,95730599;-75,29866504
Enero;1951921;1631085;026517;LED;92,6;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E;28/01/2026;4:55:00?p. m.;28/01/2026;4:55:00?p. m.;0;cuad55 ;FINALIZADA;2,95730599;-75,29866504
Enero;1936931;1631086;038545;LED;92,6;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E;08/01/2026;7:11:00?p. m.;08/01/2026;7:11:00?p. m.;0;cuad54 ;FINALIZADA;2,95730599;-75,29866504
Enero;1951922;1631086;038545;LED;92,6;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E;28/01/2026;4:57:00?p. m.;28/01/2026;4:57:00?p. m.;0;cuad55 ;FINALIZADA;2,95730599;-75,29866504
Enero;1952011;1631271;032037;LED;200;ACT;CARRERA;CR 8 CLL 2 Y 3;Se ha actuado sobre: Otros: C.E;28/01/2026;7:12:00?p. m.;28/01/2026;7:12:00?p. m.;0;cuad55 ;FINALIZADA;2,92558253;-75,29075671
Enero;1933945;1631271;032037;LED;200;ACT;CARRERA;CR 8 CLL 2 Y 3;Se ha actuado sobre: Otros: C.E;05/01/2026;8:13:00?p. m.;05/01/2026;8:13:00?p. m.;0;cuad59 ;FINALIZADA;2,92558253;-75,29075671
Enero;1952012;1631273;032046;LED;200;ACT;CARRERA;CR 8 CLL 2 Y 3;Se ha actuado sobre: Otros: C.E;28/01/2026;7:13:00?p. m.;28/01/2026;7:13:00?p. m.;0;cuad55 ;FINALIZADA;2,92570341;-75,290806
Enero;1952013;1631274;032045;LED;200;ACT;CARRERA;CR 8 CLL 2 Y 3;Se ha actuado sobre: Otros: C.E;28/01/2026;7:14:00?p. m.;28/01/2026;7:14:00?p. m.;0;cuad55 ;FINALIZADA;2,92563276;-75,29097732
Enero;1952014;1631275;032039;LED;200;ACT;CARRERA;CR 8 CLL 2 Y 3;Se ha actuado sobre: Otros: C.E;28/01/2026;7:14:00?p. m.;28/01/2026;7:14:00?p. m.;0;cuad55 ;FINALIZADA;2,92551557;-75,29092636
Enero;1933947;1631275;032039;LED;200;ACT;CARRERA;CR 8 CLL 2 Y 3;Se ha actuado sobre: Otros: C.E;05/01/2026;8:08:00?p. m.;05/01/2026;8:08:00?p. m.;0;cuad59 ;FINALIZADA;2,92551557;-75,29092636
Enero;1933380;1631283;031724;LED;200;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E;05/01/2026;11:55:00?a. m.;05/01/2026;11:55:00?a. m.;0;cuad57;FINALIZADA;2,93536652;-75,29855418
Enero;1933376;1631284;031723;LED;200;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E;05/01/2026;11:47:00?a. m.;05/01/2026;11:47:00?a. m.;0;cuad57;FINALIZADA;2,93536652;-75,29855418
Enero;1933379;1631285;031722;LED;200;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E;05/01/2026;11:54:00?a. m.;05/01/2026;11:54:00?a. m.;0;cuad57;FINALIZADA;2,93536652;-75,29855418
Enero;1940259;1631332;063958;LED;200;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: V.A;14/01/2026;9:04:00?p. m.;14/01/2026;9:04:00?p. m.;0;cuad57;FINALIZADA;2,945104;-75,245778
Enero;1940258;1631333;063957;LED;200;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: V.A;14/01/2026;9:03:00?p. m.;14/01/2026;9:03:00?p. m.;0;cuad57;FINALIZADA;2,945005;-75,245746
Enero;1940257;1631334;063960;LED;200;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E;14/01/2026;9:03:00?p. m.;14/01/2026;9:03:00?p. m.;0;cuad57;FINALIZADA;2,945049;-75,245943
Enero;1940254;1631335;063959;LED;200;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E;14/01/2026;9:02:00?p. m.;14/01/2026;9:02:00?p. m.;0;cuad57;FINALIZADA;2,944919;-75,245906
Enero;1952656;1631376;000992;LED;35;ACT;CARRERA;SAN LUIS;Se ha actuado sobre: EJECUCION DE PROYECTOS;21/01/2026;9:45:00?p. m.;21/01/2026;9:45:00?p. m.;0;cuad55;FINALIZADA;3,08155604;-75,48461001
Enero;1948923;1631393;SC;PSL;0,5;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: HURTO DE LUMINARIA.D220;24/01/2026;10:00:00?p. m.;24/01/2026;10:00:00?p. m.;0;cuad54 ;FINALIZADA;#N/D;#N/D
Enero;1948922;1631394;D221&C5-1996;METAL HALIDE;400;ACT;CARRERA;CALLE;Se ha actuado sobre: Fotocelda, Otros: 1F;24/01/2026;9:59:00?p. m.;24/01/2026;9:59:00?p. m.;0;cuad54 ;FINALIZADA;2,942681;-75,25036
Enero;1952657;1631395;000993;LED;35;ACT;CARRERA;SAN LUIS;Se ha actuado sobre: EJECUCION DE PROYECTOS;21/01/2026;9:45:00?p. m.;21/01/2026;9:45:00?p. m.;0;cuad55;FINALIZADA;3,081580058;-75,48471198
Enero;1952659;1631396;000984;LED;35;ACT;CARRERA;SAN LUIS;Se ha actuado sobre: EJECUCION DE PROYECTOS;21/01/2026;9:45:00?p. m.;21/01/2026;9:45:00?p. m.;0;cuad55;FINALIZADA;3,081465062;-75,48473704
Enero;1952660;1631411;000987;LED;35;ACT;CARRERA;SAN LUIS;Se ha actuado sobre: EJECUCION DE PROYECTOS;21/01/2026;9:45:00?p. m.;21/01/2026;9:45:00?p. m.;0;cuad55;FINALIZADA;3,081571069;-75,48478298
Enero;1952661;1631412;000989;LED;35;ACT;CARRERA;SAN LUIS;Se ha actuado sobre: EJECUCION DE PROYECTOS;21/01/2026;9:46:00?p. m.;21/01/2026;9:46:00?p. m.;0;cuad55;FINALIZADA;3,081516048;-75,48482102
Enero;1952662;1631467;000988;LED;35;ACT;CARRERA;SAN LUIS;Se ha actuado sobre: EJECUCION DE PROYECTOS;21/01/2026;9:46:00?p. m.;21/01/2026;9:46:00?p. m.;0;cuad55;FINALIZADA;3,08149303;-75,48490498
Enero;1946015;1631474;061978;LED;92,6;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C. E;21/01/2026;4:00:00?p. m.;21/01/2026;7:00:00?p. m.;0;cuad57;FINALIZADA;2,935892614;-75,26482026
Enero;1934802;1631474;061978;LED;92,6;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E;06/01/2026;6:56:00?p. m.;06/01/2026;6:56:00?p. m.;0;cuad59 ;FINALIZADA;2,935892614;-75,26482026
Enero;1947239;1631474;061978;LED;92,6;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E;22/01/2026;7:00:00?p. m.;22/01/2026;7:00:00?p. m.;0;cuad56 ;FINALIZADA;2,935892614;-75,26482026
Enero;1952663;1631481;000986;LED;35;ACT;CARRERA;SAN LUIS;Se ha actuado sobre: EJECUCION DE PROYECTOS;21/01/2026;9:46:00?p. m.;21/01/2026;9:46:00?p. m.;0;cuad55;FINALIZADA;3,08158008;-75,48486101
Enero;1952664;1631513;000991;LED;35;ACT;CARRERA;SAN LUIS;Se ha actuado sobre: EJECUCION DE PROYECTOS;21/01/2026;9:47:00?p. m.;21/01/2026;9:47:00?p. m.;0;cuad55;FINALIZADA;3,081739089;-75,484735
Enero;1952665;1631514;000990;LED;35;ACT;CARRERA;SAN LUIS;Se ha actuado sobre: EJECUCION DE PROYECTOS;21/01/2026;9:47:00?p. m.;21/01/2026;9:47:00?p. m.;0;cuad55;FINALIZADA;3,081716044;-75,48468198
Enero;1952666;1631515;000982;LED;35;ACT;CARRERA;SAN LUIS;Se ha actuado sobre: EJECUCION DE PROYECTOS;21/01/2026;9:47:00?p. m.;21/01/2026;9:47:00?p. m.;0;cuad55;FINALIZADA;3,081679043;-75,48468098
Enero;1952667;1631545;000983;LED;35;ACT;CARRERA;SAN LUIS;Se ha actuado sobre: EJECUCION DE PROYECTOS;21/01/2026;9:47:00?p. m.;21/01/2026;9:47:00?p. m.;0;cuad55;FINALIZADA;3,081852052;-75,48480201
Enero;1952668;1631549;000981;LED;35;ACT;CARRERA;SAN LUIS;Se ha actuado sobre: EJECUCION DE PROYECTOS;21/01/2026;9:48:00?p. m.;21/01/2026;9:48:00?p. m.;0;cuad55;FINALIZADA;3,081727027;-75,48479997
Enero;1952669;1631552;000980;LED;35;ACT;CARRERA;SAN LUIS;Se ha actuado sobre: EJECUCION DE PROYECTOS;21/01/2026;9:48:00?p. m.;21/01/2026;9:48:00?p. m.;0;cuad55;FINALIZADA;3,081705104;-75,48486602
Enero;1952670;1631580;000994;LED;35;ACT;CARRERA;SAN LUIS;Se ha actuado sobre: EJECUCION DE PROYECTOS;21/01/2026;9:48:00?p. m.;21/01/2026;9:48:00?p. m.;0;cuad55;FINALIZADA;3,081734116;-75,48492596
Enero;1935815;1631637;063454;LED;74,1;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E;07/01/2026;6:52:00?p. m.;07/01/2026;6:52:00?p. m.;0;cuad59 ;FINALIZADA;2,990994456;-75,2696763
Enero;1943619;1631809;026300;LED;60,2;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: V.A;19/01/2026;8:12:00?p. m.;19/01/2026;8:12:00?p. m.;0;cuad63;FINALIZADA;2,932995062;-75,27557396
Enero;1942192;1632289;SC;PSL;0,2;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: DESMONTE DE LUMINARIA;16/01/2026;8:53:00?p. m.;16/01/2026;8:53:00?p. m.;0;cuad57;FINALIZADA;#N/D;#N/D
Enero;1942191;1632290;SC;PSL;0,2;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: DESMONTE DE LUMINARIA;16/01/2026;8:52:00?p. m.;16/01/2026;8:52:00?p. m.;0;cuad57;FINALIZADA;#N/D;#N/D
Enero;1951664;1634724;016870;LED;27,8;ACT;386;LOT;Se ha actuado sobre: Fotocelda, Otros: 1.F;28/01/2026;6:51:00?p. m.;28/01/2026;6:51:00?p. m.;0;cuad63;FINALIZADA;2,976283071;-75,29001602
Enero;1936036;1634823;068482;LED;74,1;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: CME;07/01/2026;6:48:00?p. m.;07/01/2026;6:48:00?p. m.;0;cuad59 ;FINALIZADA;3,023755;-75,25345
Enero;1936022;1634835;065334;LED;27,8;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E;07/01/2026;7:17:00?p. m.;07/01/2026;7:17:00?p. m.;0;cuad59;FINALIZADA;3,019914091;-75,25507903
Enero;1936044;1634876;068447;LED;74,1;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E;07/01/2026;7:09:00?p. m.;07/01/2026;7:09:00?p. m.;0;cuad59 ;FINALIZADA;3,031463;-75,250361
Enero;1936047;1635012;028308;LED;74,1;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E;07/01/2026;7:29:00?p. m.;07/01/2026;7:29:00?p. m.;0;cuad59 ;FINALIZADA;3,007819077;-75,26315099
Enero;1949097;1635014;028390;LED;74,1;ACT;CARRERA;CALLE;Se ha actuado sobre: Acometida, Conectores y 227 MTS 2X4+4 2CDP C.E;19/01/2026;8:18:00?a. m.;19/01/2026;8:18:00?a. m.;0;cuad59;FINALIZADA;3,00724806;-75,26341003
Enero;1945103;1635014;028390;LED;74,1;ACT;CARRERA;CALLE;Se ha actuado sobre: ROBO DE ACOMETIDA;10/01/2026;8:38:00?p. m.;10/01/2026;8:38:00?p. m.;0;cuad63;FINALIZADA;3,00724806;-75,26341003
Enero;1943625;1635015;028312;LED;74,1;ACT;CARRERA;CALLE;Se ha actuado sobre: Conectores, Otros: 2CDP.C.E;19/01/2026;8:20:00?p. m.;19/01/2026;8:20:00?p. m.;0;cuad59 ;FINALIZADA;3,00696712;-75,26353802
Enero;1945104;1635015;028312;LED;74,1;ACT;CARRERA;CALLE;Se ha actuado sobre: ROBO DE ACOMETIDA;10/01/2026;8:39:00?p. m.;10/01/2026;8:39:00?p. m.;0;cuad63;FINALIZADA;3,00696712;-75,26353802
Enero;1943626;1635016;028314;LED;74,1;ACT;CARRERA;CALLE;Se ha actuado sobre: Conectores, Otros: 2CDP.C.E;19/01/2026;8:21:00?p. m.;19/01/2026;8:21:00?p. m.;0;cuad59 ;FINALIZADA;3,006617059;-75,26368002
Enero;1936048;1635016;028314;LED;74,1;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E;07/01/2026;6:31:00?p. m.;07/01/2026;6:31:00?p. m.;0;cuad59 ;FINALIZADA;3,006617059;-75,26368002
Enero;1945105;1635016;028314;LED;74,1;ACT;CARRERA;CALLE;Se ha actuado sobre: ROBO DE ACOMETIDA;10/01/2026;8:39:00?p. m.;10/01/2026;8:39:00?p. m.;0;cuad63;FINALIZADA;3,006617059;-75,26368002
Enero;1936055;1635018;070381;LED;74,1;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E;07/01/2026;6:45:00?p. m.;07/01/2026;6:45:00?p. m.;0;cuad59 ;FINALIZADA;2,999570263;-75,26673985
Enero;1936054;1635019;028784;LED;74,1;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E;07/01/2026;6:44:00?p. m.;07/01/2026;6:44:00?p. m.;0;cuad59 ;FINALIZADA;2,99983139;-75,26661285
Enero;1936049;1635023;028882;LED;74,1;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E;07/01/2026;6:34:00?p. m.;07/01/2026;6:34:00?p. m.;0;cuad59 ;FINALIZADA;3,004678807;-75,26454715
Enero;1936050;1635026;070388;LED;74,1;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E;07/01/2026;6:36:00?p. m.;07/01/2026;6:36:00?p. m.;0;cuad59 ;FINALIZADA;3,003742076;-75,26494917
Enero;1936051;1635029;070374;LED;74,1;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E;07/01/2026;6:38:00?p. m.;07/01/2026;6:38:00?p. m.;0;cuad59 ;FINALIZADA;3,002851397;-75,26534311
Enero;1936052;1635033;028895;LED;74,1;ACT;CARRERA;CALLE;Se ha actuado sobre: Otros: C.E;07/01/2026;6:41:00?p. m.;07/01/2026;6:41:00?p. m.;0;cuad59 ;FINALIZADA;3,001751892;-75,26582222
